time,input,output
19.62,368,23
19.63,370,23
19.64,368,23
19.65,370,23
19.66,370,23
19.68,370,23
19.69,370,23
19.70,370,23
19.71,368,23
19.72,370,25
19.73,370,25
19.74,370,25
19.75,370,25
19.76,370,25
19.77,370,25
19.78,370,25
19.80,367,25
19.81,370,25
19.82,370,25
19.83,370,24
19.84,368,24
19.85,370,24
19.86,370,24
19.87,370,24
19.88,370,24
19.89,368,24
19.91,370,24
19.92,370,24
19.93,368,25
19.94,368,25
19.95,370,25
19.96,370,25
19.97,370,25
19.98,368,25
19.99,368,25
20.00,370,25
20.02,368,25
20.03,368,28
20.04,370,28
20.05,370,28
20.06,370,28
20.07,370,28
20.08,368,28
20.09,368,28
20.10,370,28
20.11,368,28
20.13,368,25
20.14,370,25
20.15,370,25
20.16,370,25
20.17,370,25
20.18,370,25
20.19,370,25
20.20,368,25
20.21,368,25
20.22,370,26
20.24,370,26
20.25,370,26
20.26,370,26
20.27,368,26
20.28,370,26
20.29,370,26
20.30,368,26
20.31,370,26
20.32,370,26
20.33,370,26
20.35,370,26
20.36,368,26
20.37,370,26
20.38,370,26
20.39,368,26
20.40,368,26
20.41,370,26
20.42,370,26
20.43,370,26
20.44,370,26
20.45,368,26
20.47,370,26
20.48,370,26
20.49,368,26
20.50,370,26
20.51,370,26
20.52,370,27
20.53,370,27
20.54,368,27
20.55,370,27
20.56,370,27
20.58,370,27
20.59,370,27
20.60,370,27
20.61,370,27
20.62,370,28
20.63,368,28
20.64,368,28
20.65,370,28
20.66,368,28
20.67,368,28
20.69,370,28
20.70,370,28
20.71,370,28
20.72,370,28
20.73,368,27
20.74,368,27
20.75,370,27
20.76,368,27
20.77,368,27
20.78,370,27
20.79,370,27
20.81,370,27
20.82,368,27
20.83,368,28
20.84,370,28
20.85,368,28
20.86,368,28
20.87,370,28
20.88,370,28
20.89,370,28
20.90,370,28
20.91,368,28
20.93,370,28
20.94,370,28
20.95,368,28
20.96,368,28
20.97,370,28
20.98,370,28
20.99,370,28
21.00,368,28
21.01,368,28
21.02,370,28
21.03,368,28
21.05,368,28
21.06,370,28
21.07,370,28
21.08,370,28
21.09,370,28
21.10,368,28
21.11,370,28
21.12,370,30
21.13,368,30
21.14,368,30
21.15,370,30
21.16,370,30
21.18,370,30
21.19,368,30
21.20,368,30
21.21,370,30
21.22,368,29
21.23,368,29
21.24,370,29
21.25,370,29
21.26,370,29
21.27,370,29
21.29,368,29
21.30,370,29
21.31,370,29
21.32,368,29
21.33,368,29
21.34,370,29
21.35,370,29
21.36,370,29
21.37,370,29
21.38,368,29
21.39,370,29
21.41,368,29
21.42,368,29
21.43,370,30
21.44,370,30
21.45,370,30
21.46,370,30
21.47,368,30
21.48,368,30
21.49,370,30
21.50,368,30
21.51,368,30
21.53,370,29
21.54,370,29
21.55,370,29
21.56,370,29
21.57,368,29
21.58,368,29
21.59,370,29
21.60,368,29
21.61,370,29
21.62,370,31
21.63,370,31
21.65,370,31
21.66,368,31
21.67,368,31
21.68,370,31
21.69,368,31
21.70,368,31
21.71,370,31
21.72,370,31
21.73,370,31
21.74,368,31
21.76,368,31
21.77,370,31
21.78,368,31
21.79,368,31
21.80,370,31
21.81,370,31
21.82,370,32
21.83,370,32
21.84,368,32
21.85,370,32
21.86,370,32
21.88,368,32
21.89,368,32
21.90,370,32
21.91,370,32
21.92,370,32
21.93,368,29
21.94,368,29
21.95,370,29
21.96,368,29
21.97,368,29
21.98,370,29
22.00,370,29
22.01,370,29
22.02,368,29
22.03,368,32
22.04,370,32
22.05,368,32
22.06,368,32
22.07,370,32
22.08,370,32
22.09,370,32
22.10,370,32
22.12,368,32
22.13,370,31
22.14,370,31
22.15,368,31
22.16,370,31
22.17,370,31
22.18,370,31
22.19,370,31
22.20,368,31
22.21,368,31
22.23,370,30
22.24,368,30
22.25,368,30
22.26,370,30
22.27,370,30
22.28,370,30
22.29,370,30
22.30,368,30
22.31,370,30
22.32,370,31
22.34,368,31
22.35,370,31
22.36,370,31
22.37,370,31
22.38,370,31
22.39,368,31
22.40,368,31
22.41,370,31
22.42,368,30
22.44,368,30
22.45,370,30
22.46,370,30
22.47,370,30
22.48,368,30
22.49,368,30
22.50,370,30
22.51,368,30
22.52,370,31
22.53,370,31
22.55,370,31
22.56,370,31
22.57,370,31
22.58,368,31
22.59,368,31
22.60,370,31
22.61,368,31
22.62,368,31
22.63,370,31
22.64,370,31
22.65,370,31
22.67,370,31
22.68,370,31
22.69,370,31
22.70,368,31
22.71,368,31
22.72,370,31
22.73,370,30
22.74,370,30
22.75,370,30
22.76,368,30
22.78,368,30
22.79,370,30
22.80,370,30
22.81,368,30
22.82,370,30
22.83,370,32
22.84,370,32
22.85,370,32
22.87,368,32
22.88,370,32
22.89,368,32
22.90,368,32
22.91,370,32
22.92,370,32
22.93,370,32
22.94,370,32
22.95,368,32
22.96,370,32
22.97,370,32
22.99,368,32
23.00,368,32
23.01,370,32
23.02,370,32
23.03,370,31
23.04,368,31
23.05,368,31
23.06,370,31
23.07,370,31
23.08,368,31
23.10,370,31
23.11,370,31
23.12,370,31
23.13,370,32
23.14,368,32
23.15,370,32
23.17,368,32
23.18,368,32
23.19,370,32
23.20,370,32
23.21,370,32
23.22,370,32
23.23,368,31
23.24,370,31
23.25,370,31
23.26,370,31
23.28,368,31
23.29,370,31
23.30,370,31
23.31,370,31
23.32,368,31
23.33,368,30
23.34,370,30
23.35,368,30
23.36,368,30
23.37,370,30
23.39,370,30
23.40,370,30
23.41,370,30
23.42,368,30
23.43,370,33
23.44,368,33
23.45,368,33
23.46,370,33
23.47,370,33
23.49,370,33
23.50,370,33
23.51,368,33
23.52,368,33
23.53,370,32
23.55,368,32
23.56,370,32
23.57,370,32
23.58,370,32
23.59,370,32
23.60,368,32
23.61,373,32
23.62,370,31
23.64,368,31
23.65,370,31
23.66,370,31
23.67,370,31
23.68,370,31
23.69,368,31
23.70,368,31
23.71,370,31
23.72,368,31
23.73,368,31
23.74,370,31
23.76,370,31
23.77,370,31
23.78,370,31
23.79,368,31
23.80,370,31
23.81,370,31
23.82,368,31
23.83,368,31
23.84,370,31
23.85,370,31
23.86,370,31
23.88,370,31
23.89,368,31
23.90,370,31
23.91,368,31
23.92,368,31
23.93,368,32
23.94,370,32
23.95,370,32
23.96,370,32
23.97,368,32
23.98,368,32
24.00,370,32
24.01,368,32
24.02,368,32
24.03,370,30
24.04,370,30
24.05,370,30
24.06,370,30
24.07,368,30
24.08,370,30
24.09,370,30
24.10,368,30
24.12,370,30
24.13,370,31
24.14,370,31
24.15,370,31
24.16,368,31
24.17,370,31
24.18,370,31
24.19,368,31
24.20,368,31
24.21,370,31
24.22,370,30
24.24,371,30
24.25,370,30
24.26,368,30
24.27,368,30
24.28,370,30
24.29,368,30
24.30,370,30
24.31,370,30
24.32,370,31
24.33,370,31
24.34,368,31
24.36,368,31
24.37,370,31
24.38,368,31
24.39,368,31
24.40,370,31
24.41,370,31
24.42,370,31
24.43,370,30
24.44,368,30
24.46,370,30
24.47,368,30
24.48,368,30
24.49,370,30
24.50,370,30
24.51,370,30
24.52,370,30
24.53,368,32
24.54,368,32
24.56,370,32
24.57,368,32
24.58,368,32
24.59,370,32
24.60,370,32
24.61,370,32
24.62,370,32
24.63,368,31
24.64,370,31
24.65,368,31
24.67,368,31
24.68,370,31
24.69,370,31
24.70,370,31
24.71,370,31
24.72,368,31
24.73,370,30
24.74,370,30
24.75,368,30
24.77,370,30
24.78,370,30
24.79,370,30
24.80,370,30
24.81,370,30
24.82,368,30
24.83,370,31
24.84,368,31
24.85,368,31
24.86,370,31
24.88,370,31
24.89,370,31
24.90,370,31
24.91,368,31
24.92,370,31
24.93,368,31
24.94,368,31
24.95,368,31
24.96,370,31
24.97,370,31
24.99,370,31
25.00,368,31
25.01,368,31
25.02,370,31
25.03,368,29
25.04,368,29
25.05,370,29
25.06,370,29
25.07,370,29
25.08,370,29
25.09,368,29
25.11,370,29
25.12,370,29
25.13,368,31
25.14,370,31
25.15,370,31
25.16,370,31
25.17,370,31
25.18,368,31
25.19,368,31
25.20,370,31
25.22,368,31
25.23,368,31
25.24,370,31
25.25,370,31
25.26,370,31
25.27,370,31
25.28,368,31
25.29,370,31
25.30,370,31
25.31,370,31
25.32,368,29
25.34,370,29
25.35,370,29
25.36,370,29
25.37,368,29
25.38,368,29
25.39,370,29
25.40,368,29
25.41,368,29
25.42,370,29
25.43,370,31
25.45,370,31
25.46,370,31
25.47,368,31
25.48,370,31
25.49,368,31
25.50,368,31
25.51,368,31
25.52,370,31
25.53,370,31
25.54,370,31
25.55,370,31
25.57,368,31
25.58,370,31
25.59,368,31
25.60,368,31
25.61,370,31
25.62,370,31
25.63,370,30
25.64,370,30
25.66,368,30
25.67,370,30
25.68,368,30
25.69,368,30
25.70,370,30
25.71,370,30
25.72,370,30
25.73,370,31
25.74,368,31
25.76,370,31
25.77,368,31
25.78,368,31
25.79,370,31
25.80,370,31
25.81,370,31
25.82,370,31
25.83,368,32
25.84,370,32
25.85,370,32
25.87,368,32
25.88,368,32
25.89,370,32
25.90,370,32
25.91,370,32
25.92,368,32
25.93,368,30
25.94,370,30
25.95,368,30
25.96,368,30
25.98,370,30
25.99,370,30
26.00,370,30
26.01,370,30
26.02,368,30
26.03,370,30
26.04,368,30
26.05,368,30
26.06,370,30
26.07,370,30
26.09,370,30
26.10,370,30
26.11,368,30
26.12,368,30
26.13,370,32
26.14,368,32
26.15,368,32
26.16,370,32
26.17,370,32
26.18,370,32
26.20,370,32
26.21,368,32
26.22,370,32
26.23,370,30
26.24,368,30
26.25,370,30
26.26,370,30
26.27,370,30
26.28,370,30
26.30,368,30
26.31,370,30
26.32,370,30
26.33,368,30
26.34,370,30
26.35,370,30
26.36,370,30
26.37,370,30
26.38,368,30
26.39,368,30
26.41,370,30
26.42,370,30
26.43,368,32
26.44,370,32
26.45,370,32
26.46,370,32
26.47,370,32
26.48,370,32
26.49,370,32
26.50,370,32
26.51,368,32
26.53,368,30
26.54,370,30
26.55,370,30
26.56,370,30
26.57,368,30
26.58,368,30
26.59,370,30
26.60,368,30
26.61,368,30
26.62,370,30
26.64,370,31
26.65,370,31
26.66,368,31
26.67,370,31
26.68,370,31
26.69,368,31
26.70,368,31
26.71,368,31
26.72,370,31
26.73,370,30
26.75,370,30
26.76,368,30
26.77,368,30
26.78,370,30
26.79,368,30
26.80,368,30
26.81,370,30
26.82,370,30
26.84,370,29
26.85,368,29
26.86,368,29
26.87,370,29
26.88,368,29
26.89,368,29
26.90,370,29
26.91,370,29
26.92,370,29
26.93,370,32
26.94,368,32
26.96,370,32
26.97,370,32
26.98,368,32
26.99,368,32
27.00,370,32
27.01,370,32
27.02,370,32
27.03,370,31
27.04,368,31
27.05,370,31
27.06,370,31
27.08,368,31
27.09,370,31
27.10,370,31
27.11,370,31
27.12,370,31
27.13,368,33
27.14,370,33
27.15,370,33
27.16,368,33
27.17,368,33
27.18,370,33
27.20,370,33
27.21,370,33
27.22,368,33
27.23,368,30
27.24,370,30
27.25,368,30
27.26,368,30
27.27,370,30
27.28,370,30
27.29,370,30
27.30,370,30
27.32,368,30
27.33,370,31
27.34,370,31
27.35,368,31
27.36,368,31
27.37,370,31
27.38,370,31
27.39,370,31
27.40,368,31
27.42,368,31
27.43,370,31
27.44,368,31
27.45,368,31
27.46,364,31
27.47,354,31
27.48,348,31
27.49,333,31
27.50,330,31
27.51,330,31
27.53,330,32
27.54,330,32
27.55,330,32
27.56,330,32
27.57,330,32
27.58,330,32
27.59,330,32
27.60,330,32
27.61,330,32
27.62,330,32
27.63,330,31
27.65,330,31
27.66,330,31
27.67,330,31
27.68,330,31
27.69,330,31
27.70,330,31
27.71,330,31
27.72,330,31
27.73,330,32
27.74,330,32
27.75,330,32
27.77,330,32
27.78,330,32
27.79,330,32
27.80,330,32
